"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"234857","Mangifera indica","BR","Mg","UFV-API",-42.881667,-20.754167,NA,1802873614,"Anacardiaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234860","Mangifera indica","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802873685,"Anacardiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234861","Mangifera indica","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802873627,"Anacardiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234862","Mangifera indica","BR","Mg","BHCB - UFMG origem: peti-Cemig - S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873628,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234863","Mangifera indica","BR","Mg","BHCB - UFMG origem: peti-Cemig - S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873606,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234880","Lithraea molleoides","BR","Mg","BHCB - UFMG origem: peti-Cemig - S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873593,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234912","Piptocarpha macropoda","BR","Mg","BHCB-UFMG-origemPETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874013,"Asteraceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234914","Piptocarpha macropoda","BR","Mg","BHCB-UFMG-origemPETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874021,"Asteraceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234921","Casearia grandiflora","BR","Mg","Apiário Pio/Barão de Cocais/Funed",-43.4875,-19.946389,NA,1802872178,"Salicaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234923","Casearia grandiflora","BR","Mg","Apiário Pio",-43.4875,-19.946389,NA,1802872203,"Salicaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234924","Moquiniastrum polymorphum","BR","Mg","Serra do Itacolomy/UFOP/Funed",-43.508333,-20.288056,NA,1802871330,"Asteraceae","SPECIES",NA,1989,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234925","Moquiniastrum polymorphum","BR","Mg","Serra do Itacolomy/UFOP/Funed",-43.508333,-20.288056,NA,1802871319,"Asteraceae","SPECIES",NA,1989,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234930","Aloysia virgata","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873465,"Verbenaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234931","Aloysia virgata","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873433,"Verbenaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234932","Petrea volubilis","BR","Mg","Ufv",-42.881667,-20.754167,NA,1802873461,"Verbenaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234933","Eremanthus crotonoides","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873944,"Asteraceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234935","Eremanthus crotonoides","BR","Mg","BHCB-UFMG, origem: PETI-Cemig-S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873918,"Asteraceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234936","Eremanthus crotonoides","BR","Mg","BHCB-UFMG, origem: PETI-Cemig-S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873942,"Asteraceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234937","Eremanthus crotonoides","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873913,"Asteraceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"235238","Croton urucurana","BR","Minas Gerais","Distrito Industrial de Uberlândia",-42.331111,-18.876944,NA,2995694601,"Euphorbiaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","HEPH","HEPH",-42.331111,-18.876944,TRUE
"235376","Licaria armeniaca","BR","Minas Gerais","Sítio Velho próximo ao Baixadão",-42.666389,-19.766111,NA,2995696214,"Lauraceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","HEPH","HEPH",-42.666389,-19.766111,TRUE
"235869","Xylopia sericea","BR","Minas Gerais","e São Gonçao do Rio Abaixo: Estação de pesquisa e desenvolvimento ambiental de Peti",-43.365278,-19.8925,NA,2995700745,"Annonaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","HEPH","HEPH",-43.365278,-19.8925,TRUE
"235980","Luehea grandiflora","BR","Minas Gerais","Beira de estrada sentido Caete",-43.576111,-19.938056,NA,2995702104,"Malvaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","HEPH","HEPH",-43.576111,-19.938056,TRUE
"236228","Prunus persica","BR","Minas Gerais","Complexo da Serra do Brigadeiro, Zona da mata de MG",-42.489444,-20.646667,NA,2995704347,"Rosaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","HEPH","HEPH",-42.489444,-20.646667,TRUE
"236604","Vitex polygama","BR","Minas Gerais","Estrada Real entre Morro do Pilar e Itambé do Mato Dentro",-43.3725,-19.218889,NA,2995707122,"Lamiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","HEPH","HEPH",-43.3725,-19.218889,TRUE
"236738","Trichilia pallida","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.616667,-19.733333,NA,2995708568,"Meliaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","HEPH","HEPH",-42.616667,-19.733333,TRUE
"236963","Eremanthus glomerulatus","BR","Minas Gerais","Serra do Ouro Branco, Estrada velha Ouro Branco - Ouro Preto. Cerca de 6km de Ouro Branco.",-43.629444,-20.5025,NA,1090821768,"Asteraceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","UFU","HUFU",-43.629444,-20.5025,TRUE
"236965","Lychnophora gardneri","BR","Minas Gerais","Pico do Itambé",-43.317222,-18.401667,NA,1090821760,"Asteraceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","UFU","HUFU",-43.317222,-18.401667,TRUE
"237099","Miconia ibaguensis","BR","Minas Gerais","Itapanhoacanga, Cachoeira campina, 3,2 km de Iatapanhoacanga.",-43.436667,-18.802778,NA,1090826824,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-43.436667,-18.802778,TRUE
"237174","Eremanthus erythropappus","BR","Espírito Santo","Alto Misterioso, pedra 6",-40.770556,-19.803333,NA,1090826422,"Asteraceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","UFU","HUFU",-40.770556,-19.803333,TRUE
"237184","Eremanthus erythropappus","BR","Minas Gerais","Serra da Serpentina",-43.319722,-19.138889,NA,1931780140,"Asteraceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.319722,-19.138889,TRUE
"237221","Senna reniformis","BR","Minas Gerais","Camarinhas",-43.508611,-20.369167,NA,1090830161,"Fabaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","UFU","HUFU",-43.508611,-20.369167,TRUE
"237263","Vernonanthura discolor","BR","Minas Gerais","Região do distrito de Camargos",-43.376111,-20.263333,NA,3108719318,"Asteraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","UFU","HUFU",-43.376111,-20.263333,TRUE
"237264","Vernonanthura divaricata","BR","Minas Gerais","Região do distrito de Camargos",-43.358889,-20.271944,NA,3108719325,"Asteraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","UFU","HUFU",-43.358889,-20.271944,TRUE
"237310","Vernonanthura petiolaris","BR","Minas Gerais","Localizado de Imbiruçu, Pedra Santa a 6km da BR 262.",-41.441667,-20.176389,NA,1090820861,"Asteraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","UFU","HUFU",-41.441667,-20.176389,TRUE
"237400","Macairea radula","BR","Minas Gerais","Trilha para cachoeira Curiango.",-43.315556,-18.377778,NA,2991402420,"Melastomataceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","UFU","HUFU",-43.315556,-18.377778,TRUE
"237403","Lychnophora pinaster","BR","Minas Gerais","Parque Natural da Serra do Caraça, Subida do Pico da Carapuça.",-43.477778,-20.093889,NA,1208830350,"Asteraceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFU","HUFU",-43.477778,-20.093889,TRUE
"237406","Lychnophora pinaster","BR","Minas Gerais","Parque Natural do Caraça, Arredores da Cascatinha",-43.45,-20.116667,NA,1208830374,"Asteraceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","UFU","HUFU",-43.45,-20.116667,TRUE
"237424","Peritassa flaviflora","BR","Minas Gerais","Parque Estadual do Rio Doce, On peninsula at Lake Helvécio.",-42.6,-19.766667,NA,1090825880,"Celastraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","UFU","HUFU",-42.6,-19.766667,TRUE
"237496","Piptolepis monticola","BR","Minas Gerais","Pico do Itambé, Pico do Itambé",-43.317222,-18.401667,NA,1143412897,"Asteraceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","UFU","HUFU",-43.317222,-18.401667,TRUE
"237553","Miconia elegans","BR","Minas Gerais","Parque Estadual do Biribiri, Trilha para cachoeira da Sentinela.",-43.541944,-19.666111,NA,1090825516,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFU","HUFU",-43.541944,-19.666111,TRUE
"237764","Miconia ligustroides","BR","Minas Gerais","Parque Estadual Serra do Ouro Branco, Mirante.",-43.660833,-20.4975,NA,1931779282,"Melastomataceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.660833,-20.4975,TRUE
"237765","Miconia pepericarpa","BR","Minas Gerais","Parque Estadual Serra do Ouro Branco, Mirante.",-43.660833,-20.4975,NA,1931779273,"Melastomataceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.660833,-20.4975,TRUE
"237780","Miconia ligustroides","BR","Minas Gerais","Parque Nacional da Serra do Cipó, Próximo ao povoado de Serra dos Alves, fazenda do Lulu.",-43.460833,-19.496389,NA,1090829205,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","UFU","HUFU",-43.460833,-19.496389,TRUE
"237791","Miconia pepericarpa","BR","Minas Gerais","Parque Estadual Serra do Ouro Branco, Estrada do Parque.",-43.644444,-20.505278,NA,1931781106,"Melastomataceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.644444,-20.505278,TRUE
"237792","Trembleya laniflora","BR","Minas Gerais","Parque Estadual Serra do Ouro Branco, Início da entrada do Parque.",-43.637222,-20.506389,NA,1931779455,"Melastomataceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.637222,-20.506389,TRUE
"237845","Myrcia splendens","BR","Minas Gerais","Estrada entre Ouro Preto - Lavras Novas",-43.55,-20.447222,NA,1090815457,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-43.55,-20.447222,TRUE
"237846","Myrcia splendens","BR","Minas Gerais","Estrada entre Ouro Preto - Lavras Novas",-43.55,-20.447222,NA,1090815456,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-43.55,-20.447222,TRUE
"237847","Myrcia tomentosa","BR","Minas Gerais","Estrada entre Ouro Preto - Lavras Novas",-43.55,-20.447222,NA,1090815466,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-43.55,-20.447222,TRUE
"237851","Eremanthus incanus","BR","Minas Gerais","Serra do Caraça, Trilha para a Bocaina",-43.466667,-20.116667,NA,1931779197,"Asteraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","UFU","HUFU",-43.466667,-20.116667,TRUE
"237855","Eremanthus crotonoides","BR","Minas Gerais","Estrada próximo a Lavras Novas",-43.516667,-20.45,NA,1090815400,"Asteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-43.516667,-20.45,TRUE
"237861","Endlicheria glomerata","BR","Minas Gerais","Parque Estadual do Rio Doce, Very deep light tan sandy clay. On penisula at Lake Helvácio near Casa de Tábua guest house.",-42.6,-19.766667,NA,1090829186,"Lauraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","UFU","HUFU",-42.6,-19.766667,TRUE
"237866","Ocotea lancifolia","BR","Espírito Santo","Reserva Natural Vale",-39.955833,-19.247778,NA,2350499375,"Lauraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","UFU","HUFU",-39.955833,-19.247778,TRUE
"237936","Dasyphyllum brasiliense","BR","Espírito Santo","Três Pontões, Floresta estacional semidecidual.",-41.029722,-20.073333,NA,1143412050,"Asteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFU","HUFU",-41.029722,-20.073333,TRUE
"238119","Miconia discolor","BR","Minas Gerais","Fazenda Montes Claros, Matão",-41.817222,-19.731389,NA,1931776162,"Melastomataceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","UFU","HUFU",-41.817222,-19.731389,TRUE
"238152","Lychnophora ericoides","BR","Minas Gerais","Lavras Novas, Serra do Trovão.",-43.541111,-20.462778,NA,1090791161,"Asteraceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.541111,-20.462778,TRUE
"238175","Eremanthus crotonoides","BR","Minas Gerais","Parque Natural do Caraça, Trilha do mirante.",-43.501111,-20.1025,NA,1090791179,"Asteraceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.501111,-20.1025,TRUE
"238176","Lychnophora pinaster","BR","Minas Gerais","Parque Natural do Caraça, Trilha do mirante.",-43.501111,-20.1025,NA,1090791183,"Asteraceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.501111,-20.1025,TRUE
"238222","Trembleya laniflora","BR","Minas Gerais","Serra de Ouro Branco",-43.633333,-20.5,NA,1931778563,"Melastomataceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","UFU","HUFU",-43.633333,-20.5,TRUE
"238237","Vernonanthura discolor","BR","Minas Gerais","Vargem Alta",-42.0725,-20.392778,NA,1931778989,"Asteraceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","UFU","HUFU",-42.0725,-20.392778,TRUE
"238260","Miconia albicans","BR","Minas Gerais","Serra do Ouro Branco, Área 2.",-43.638889,-20.506667,NA,1090804340,"Melastomataceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","UFU","HUFU",-43.638889,-20.506667,TRUE
"238264","Chronopappus bifrons","BR","Minas Gerais","Pico do Itambé",-43.317222,-18.401667,NA,1090790306,"Asteraceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","UFU","HUFU",-43.317222,-18.401667,TRUE
"238339","Eremanthus erythropappus","BR","Minas Gerais","Região do distrito de Camargos",-43.365278,-20.264722,NA,2243329732,"Asteraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","UFU","HUFU",-43.365278,-20.264722,TRUE
"238343","Eremanthus incanus","BR","Minas Gerais","Estrada antiga Bento Rodrigues, Estrada de terra para Bento Rodrigues",-43.426111,-20.264167,NA,2243329835,"Asteraceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","UFU","HUFU",-43.426111,-20.264167,TRUE
"238344","Eremanthus erythropappus","BR","Minas Gerais","Região do distrito de Camargos",-43.376944,-20.283333,NA,2243329723,"Asteraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","UFU","HUFU",-43.376944,-20.283333,TRUE
"238484","Lychnophora pinaster","BR","Minas Gerais","Cascatinha, Serra do Caraca SW de Catas Altas.",-43.45,-20.083333,NA,1931778100,"Asteraceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","UFU","HUFU",-43.45,-20.083333,TRUE
"238596","Trembleya laniflora","BR","Minas Gerais","1-3 Km along ridgetop road on Serra de Ouro Branco from the Estrada Real.",-43.641111,-20.506667,NA,1090827074,"Melastomataceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.641111,-20.506667,TRUE
"238597","Miconia albicans","BR","Minas Gerais","1-3 Km along ridgetop road on Serra de Ouro Branco from the Estrada Real.",-43.641111,-20.506667,NA,1090827054,"Melastomataceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.641111,-20.506667,TRUE
"238600","Lychnophora pinaster","BR","Minas Gerais","1-3 Km along ridgetop road on Serra de Ouro Branco from the Estrada Real.",-43.641111,-20.506667,NA,1090827045,"Asteraceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","UFU","HUFU",-43.641111,-20.506667,TRUE
"238680","Cecropia hololeuca","BR","Minas Gerais","Parque Estadual do Rio Doce. At Salão Dourado entrance.",-42.58,-19.65,1,2235780492,"Urticaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",-42.58,-19.65,TRUE
"238688","Cecropia hololeuca","BR","Minas Gerais","Parque Estadual do Rio Doce. On península at Lake Helvécio, near hotel",-42.6,-19.77,1,2235992572,"Urticaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",-42.6,-19.77,TRUE
"238886","Miconia rubiginosa","BR","Minas Gerais","Bento Rodrigues",-43.415833,-20.258889,NA,3345570905,"Melastomataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.415833,-20.258889,TRUE
"238887","Vitex sellowiana","BR","Minas Gerais","Bento Rodrigues",-43.412222,-20.225,NA,3345570913,"Lamiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","MBM","MBM",-43.412222,-20.225,TRUE
"238922","Dalbergia nigra","BR","Minas Gerais","_x0010__x0006_",-43.043889,-18.129444,NA,2996594372,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBM","MBM",-43.043889,-18.129444,TRUE
"239057","Eremanthus erythropappus","BR","Minas Gerais","Beira de Estrada",-43.415556,-20.267778,NA,3345568791,"Asteraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.415556,-20.267778,TRUE
"239058","Protium spruceanum","BR","Minas Gerais","ponte do rio Gualaxo do Norte, Paracatu",-43.250278,-20.304444,NA,3345568792,"Burseraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.250278,-20.304444,TRUE
"239059","Solanum granulosoleprosum","BR","Minas Gerais","Rio Doce",-42.741944,-20.0525,NA,3345568797,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-42.741944,-20.0525,TRUE
"239060","Alseis floribunda","BR","Minas Gerais","Rio Doce",-42.6925,-19.988056,NA,3345568799,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-42.6925,-19.988056,TRUE
"239061","Maclura tinctoria","BR","Minas Gerais","Rodovia BR-381",-42.342222,-19.255556,NA,3345568801,"Moraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-42.342222,-19.255556,TRUE
"239062","Urera caracasana","BR","Minas Gerais","Rio Doce",-40.306667,-19.494444,NA,3345568807,"Urticaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","MBM","MBM",-40.306667,-19.494444,TRUE
"239069","Heteropterys byrsonimifolia","BR","Minas Gerais","Bento Rodrigues",-43.376944,-20.278056,NA,3345568910,"Malpighiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","MBM","MBM",-43.376944,-20.278056,TRUE
"239181","Nectandra puberula","BR","Espírito Santo","Reserva Natural Vale, estrada Jueirana Vermelha",-40.061944,-19.256944,NA,2996678046,"Lauraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","MBM","MBM",-40.061944,-19.256944,TRUE
"239182","Ocotea ciliata","BR","Espírito Santo","Reserva Natural Vale, estrada Flamengo",-40.061944,-19.256944,NA,2996678047,"Lauraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","MBM","MBM",-40.061944,-19.256944,TRUE
"239236","Vochysia magnifica","BR","Minas Gerais","Beira de Estrada",-43.427778,-20.3425,NA,3345566798,"Vochysiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.427778,-20.3425,TRUE
"239243","Cyathea phalerata","BR","Minas Gerais","Camargos",-43.409167,-20.262778,NA,3345566902,"Cyatheaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.409167,-20.262778,TRUE
"239244","Cyathea phalerata","BR","Minas Gerais","Samarco",-43.438889,-20.23,NA,3345566903,"Cyatheaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.438889,-20.23,TRUE
"239245","Myrciaria floribunda","BR","Minas Gerais","Bento Rodrigues",-43.411389,-20.225278,NA,3345566915,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.411389,-20.225278,TRUE
"239275","Miconia caudigera","BR","Minas Gerais","n_x0006_",-43.043889,-18.129444,NA,2996633771,"Melastomataceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBM","MBM",-43.043889,-18.129444,TRUE
"239338","Ocotea kostermanniana","BR","Espírito Santo","Reserva Natural Vale, estrada Boleira",-39.97,-19.223889,NA,2996675061,"Lauraceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","MBM","MBM",-39.97,-19.223889,TRUE
"239402","Cyathea phalerata","BR","Minas Gerais","Camargos",-43.410278,-20.263889,NA,3345571906,"Cyatheaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.410278,-20.263889,TRUE
"239403","Tapirira guianensis","BR","Minas Gerais","Bento Rodrigues",-43.423889,-20.230278,NA,3345571923,"Anacardiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.423889,-20.230278,TRUE
"239453","Cyathea villosa","BR","Minas Gerais","São Sebastião, Camarinhas",-43.507778,-20.37,NA,2996636857,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBM","MBM",-43.507778,-20.37,TRUE
"239496","Ficus eximia","BR","Espírito Santo","Área urbana, estrada de acesso a Pontal do Ipiranga",-39.904444,-19.361667,NA,2996676825,"Moraceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBM","MBM",-39.904444,-19.361667,TRUE
"239562","Genipa americana","BR","Minas Gerais","Rio Doce",-42.194444,-19.143333,NA,3345564820,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-42.194444,-19.143333,TRUE
"239564","Inga edulis","BR","Minas Gerais","Universidade Federal de Viçosa, campus",-42.860556,-20.757222,NA,3345564832,"Fabaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBM","MBM",-42.860556,-20.757222,TRUE
"239566","Guatteria villosissima","BR","Minas Gerais","Bento Rodrigues",-43.425556,-20.229722,NA,3345564921,"Annonaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.425556,-20.229722,TRUE
"239568","Mouriri glazioviana","BR","Minas Gerais","Parque Estadual de Sete Salões",-41.386944,-19.236389,NA,3345564977,"Melastomataceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","MBM","MBM",-41.386944,-19.236389,TRUE
"239667","Licaria bahiana","BR","Espírito Santo","Reserva Natural Vale",-40.061944,-19.256944,NA,2996855106,"Lauraceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBM","MBM",-40.061944,-19.256944,TRUE
"239731","Piper aduncum","BR","Minas Gerais","Rio Doce",-42.741944,-20.0525,NA,3345572810,"Piperaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-42.741944,-20.0525,TRUE
"239734","Guatteria australis","BR","Minas Gerais","Samarco",-43.438889,-20.229444,NA,3345572922,"Annonaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.438889,-20.229444,TRUE
"239847","Ocotea nitida","BR","Espírito Santo","Reserva Natural Vale, MME",-40.061944,-19.256944,NA,2996858120,"Lauraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","MBM","MBM",-40.061944,-19.256944,TRUE
"239960","Cyathea dichromatolepis","BR","MInas Gerais","Cadeia do Espinhaço, Serra da Caraça, RPPN Caraça",-43.485556,-20.091111,NA,2996834909,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBM","MBM",-43.485556,-20.091111,TRUE
"240073","Tabernaemontana laeta","BR","Minas Gerais","Rio Gualaxo do Norte",-43.165556,-20.273611,NA,3345578802,"Apocynaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","MBM","MBM",-43.165556,-20.273611,TRUE
"240077","Mabea fistulifera","BR","Minas Gerais","Parque Estadual de Sete Salões",-41.390556,-19.235556,NA,3345578926,"Euphorbiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","MBM","MBM",-41.390556,-19.235556,TRUE
"240102","Senna reniformis","BR","Minas Gerais","C_x0006_",-43.043889,-18.129444,NA,2996773423,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBM","MBM",-43.043889,-18.129444,TRUE
