"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"6805","Neoraputia alba","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.691833,-19.805861,NA,1123828133,"Rutaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.691833, -19.805861)
"6806","Anadenanthera colubrina","BR","Espírito Santo","Rodovia Des. Lourival de Almeida, estrada para Ibituba/Afonso Cláudio, em frente ao sítio Fantasia, Km6",-41.011667,-19.575,NA,1123828206,"Fabaceae","VARIETY",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.011667, -19.575)
"6807","Amburana cearensis","BR","Minas Gerais","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia",-41.229444,-19.57,NA,1123828195,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.229444, -19.57)
"6808","Pseudobombax grandiflorum","BR","Espírito Santo","Afloramento rochoso granítico da torre de TV",-41.088056,-18.898889,NA,1123828150,"Malvaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.088056, -18.898889)
"6809","Wunderlichia azulensis","BR","Espírito Santo","Afloramento rochoso granítico da torre de TV",-41.088056,-18.898889,NA,1123828182,"Asteraceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.088056, -18.898889)
"6810","Neoraputia alba","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.693056,-19.804861,NA,1123828131,"Rutaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.693056, -19.804861)
"6811","Pereskia grandifolia","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.692222,-19.804333,NA,1123828122,"Cactaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.692222, -19.804333)
"6812","Casearia sylvestris","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785195,"Salicaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6813","Monteverdia longifolia","BR","Espírito Santo","Vargem Alta",-40.65,-19.915556,NA,1123785226,"Celastraceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.65, -19.915556)
"6814","Casearia sylvestris","BR","Espírito Santo","Vargem Alta",-40.65,-19.915556,NA,1123785203,"Salicaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.65, -19.915556)
"6815","Ricinus communis","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785194,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6816","Pachystroma longifolium","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785151,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6817","Euphorbia comosa","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785150,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6818","Cnidoscolus oligandrus","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785155,"Euphorbiaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6819","Pachystroma longifolium","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785181,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6820","Pachystroma longifolium","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785206,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6821","Cnidoscolus oligandrus","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785175,"Euphorbiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6822","Cecropia glaziovii","BR","Espírito Santo","Cruzeirinho",-40.740083,-19.952292,NA,1123804608,"Urticaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.740083, -19.952292)
"6823","Zeyheria tuberculosa","BR","Espírito Santo","São Jose de Sta. Maria",-40.625139,-19.559639,NA,1123804576,"Bignoniaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.625139, -19.559639)
"6824","Handroanthus vellosoi","BR","Espírito Santo","Serra do Gelo",-40.7575,-19.973611,NA,1123804628,"Bignoniaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.7575, -19.973611)
"6825","Guarea guidonia","BR","Espírito Santo","São Sebastião",-40.722222,-19.848333,NA,1123804601,"Meliaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.722222, -19.848333)
"6826","Casearia sylvestris","BR","Espírito Santo","Serra do Gelo",-40.778508,-19.983314,NA,1123804594,"Salicaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.778508, -19.983314)
"6827","Miconia polyandra","BR","Espírito Santo","Serra do Gelo",-40.778508,-19.983314,NA,1123804612,"Melastomataceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.778508, -19.983314)
"6828","Myrcia splendens","BR","Espírito Santo","Serra do Gelo",-40.778508,-19.983314,NA,1123804611,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.778508, -19.983314)
"6829","Senna macranthera","BR","Espírito Santo","Cruzeirinho",-40.740083,-19.952292,NA,1123804616,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.740083, -19.952292)
"6830","Bougainvillea spectabilis","BR","Espírito Santo","São Sebastião",-40.722222,-19.848333,NA,1123804617,"Nyctaginaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.722222, -19.848333)
"6831","Cyathea phalerata","BR","Espírito Santo","Alto Misterioso",-40.775,-19.797222,NA,1123813992,"Cyatheaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.775, -19.797222)
"6832","Erythroxylum citrifolium","BR","Espírito Santo","Nova Lombardia",-40.568611,-19.903056,NA,1123785157,"Erythroxylaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.568611, -19.903056)
"6833","Piptadenia gonoacantha","BR","Espírito Santo","Cruzeirinho",-40.740083,-19.952292,NA,1123804632,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.740083, -19.952292)
"6834","Myrcia hebepetala","BR","Espírito Santo","Serra do Gelo",-40.7575,-19.973611,NA,1123804634,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.7575, -19.973611)
"6835","Trichilia magnifoliola","BR","Espírito Santo","Margens do Rio Sta. Maria, Rio Doce",-40.732167,-19.93975,NA,1123804613,"Meliaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.732167, -19.93975)
"6836","Guatteria australis","BR","Espírito Santo","Três Pontões",-41.079722,-20.076667,NA,1123813939,"Annonaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.079722, -20.076667)
"6837","Hyptidendron asperrimum","BR","Espírito Santo","Três Pontões",-41.079722,-20.076667,NA,1123813973,"Lamiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.079722, -20.076667)
"6838","Huberia espiritosantensis","BR","Espírito Santo","Três Pontões",-41.079722,-20.076667,NA,1123813953,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.079722, -20.076667)
"6839","Inga sessilis","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813914,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6840","Solanum granulosoleprosum","BR","Espírito Santo","Serra do Gelo",-40.7575,-19.973611,NA,1123804603,"Solanaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.7575, -19.973611)
"6841","Myrcia splendens","BR","Espírito Santo","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce",-40.780408,-19.979825,NA,1123804586,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.780408, -19.979825)
"6842","Tabebuia reticulata","BR","Espírito Santo","Três Pontões",-41.046389,-20.076667,NA,1123813962,"Bignoniaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.046389, -20.076667)
"6843","Trembleya parviflora","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813903,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6844","Clusia melchiorii","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813950,"Clusiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6845","Miconia latecrenata","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813958,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6846","Swartzia oblata","BR","Espírito Santo","Vargem Alta",-40.65,-19.915556,NA,1123785420,"Fabaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.65, -19.915556)
"6847","Senna multijuga","BR","Espírito Santo","Vargem Alta",-40.65,-19.915556,NA,1123785425,"Fabaceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.65, -19.915556)
"6848","Bauhinia forficata","BR","Espírito Santo","Vale do Canaã",-40.601944,-19.906111,NA,1123785460,"Fabaceae","SUBSPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.601944, -19.906111)
"6849","Bauhinia monandra","BR","Espírito Santo","São João de Petrópolis",-40.678056,-19.814167,NA,1123785459,"Fabaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.678056, -19.814167)
"6850","Guarea macrophylla","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.691806,-19.8065,NA,1123828503,"Meliaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.691806, -19.8065)
"6851","Sorocea hilarii","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.67475,-19.807917,NA,1123828517,"Moraceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.67475, -19.807917)
"6852","Sorocea hilarii","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.674778,-19.808028,NA,1123828508,"Moraceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.674778, -19.808028)
"6853","Galipea jasminiflora","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.671722,-19.807806,NA,1123828514,"Rutaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.671722, -19.807806)
"6854","Galipea jasminiflora","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.652614,-19.806389,NA,1123828505,"Rutaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.652614, -19.806389)
"6855","Pachystroma longifolium","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.669806,-19.806889,NA,1123828515,"Euphorbiaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.669806, -19.806889)
"6856","Lecythis lurida","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.652706,-19.804944,NA,1123828538,"Lecythidaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.652706, -19.804944)
"6857","Pereskia grandifolia","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.692222,-19.804333,NA,1123828537,"Cactaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.692222, -19.804333)
"6858","Brasiliocroton mamoninha","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.676944,-19.810444,NA,1123828527,"Euphorbiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.676944, -19.810444)
"6859","Carpotroche brasiliensis","BR","Espírito Santo","Misterioso",-40.739444,-19.760833,NA,1123804583,"Achariaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.739444, -19.760833)
"6860","Allophylus semidentatus","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.676667,-19.806944,NA,1123828531,"Sapindaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.676667, -19.806944)
"6861","Trema micrantha","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.678444,-19.808861,NA,1123828536,"Cannabaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.678444, -19.808861)
"6862","Cybistax antisyphilitica","BR","Espírito Santo","Misterioso",-40.739444,-19.760833,NA,1123804502,"Bignoniaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.739444, -19.760833)
"6863","Manihot tripartita","BR","Espírito Santo","Misterioso",-40.739444,-19.760833,NA,1123804530,"Euphorbiaceae","SUBSPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.739444, -19.760833)
"6864","Pilocarpus spicatus","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.691611,-19.805111,NA,1123828511,"Rutaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.691611, -19.805111)
"6865","Picramnia glazioviana","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813986,"Picramniaceae","SUBSPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6866","Clusia aemygdioi","BR","Espírito Santo","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce",-40.763742,-19.979825,NA,1123804559,"Clusiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.763742, -19.979825)
"6867","Guatteria campestris","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814664,"Annonaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6868","Plinia longa","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814631,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6869","Carpotroche brasiliensis","BR","Espírito Santo","Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",-40.555478,-19.024528,NA,1123824075,"Achariaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.555478, -19.024528)
"6870","Guarea macrophylla","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814670,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6871","Moldenhawera papillanthera","BR","Espírito Santo","Alto Bananal, propr.: Jonas Grassi",-40.419056,-19.247889,NA,1123814662,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.419056, -19.247889)
"6872","Lecythis pisonis","BR","Espírito Santo","Alto Bananal, propr.: Jonas Grassi",-40.416389,-19.248889,NA,1123814685,"Lecythidaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416389, -19.248889)
"6873","Hirtella insignis","BR","Espírito Santo","Alto Bananal, propr.: Jonas Grassi",-40.416389,-19.248889,NA,1123814682,"Chrysobalanaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416389, -19.248889)
"6874","Senefeldera verticillata","BR","Espírito Santo","Alto Bananal, propr.: Jonas Grassi",-40.416389,-19.248889,NA,1123814705,"Euphorbiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416389, -19.248889)
"6875","Dalbergia nigra","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814659,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6876","Myrcia splendens","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814701,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6877","Pourouma guianensis","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814693,"Urticaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6878","Crateva tapia","BR","Espírito Santo","Morelo. propr.:Fernando Nicolli",-40.457778,-19.146389,NA,1123814508,"Capparaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.457778, -19.146389)
"6879","Eugenia melanogyna","BR","Espírito Santo","Morelo. propr.:Fernando Nicolli",-40.460889,-19.143194,NA,1123814518,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.460889, -19.143194)
"6880","Hirtella triandra","BR","Espírito Santo","Morelo. propr.:Fernando Nicolli",-40.457778,-19.146389,NA,1123814480,"Chrysobalanaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.457778, -19.146389)
"6881","Sloanea hirsuta","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.464361,-19.282722,NA,1123814523,"Elaeocarpaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.464361, -19.282722)
"6882","Pavonia crassipedicellata","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814510,"Malvaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6883","Miconia pusilliflora","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814524,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6884","Inga striata","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814663,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6885","Eugenia melanogyna","BR","Espírito Santo","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)",-40.63675,-19.204944,NA,1123823891,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.63675, -19.204944)
"6886","Eugenia pruniformis","BR","Espírito Santo","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)",-40.63675,-19.204944,NA,1123823912,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.63675, -19.204944)
"6887","Byrsonima sericea","BR","Espírito Santo","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)",-40.63675,-19.204944,NA,1123823917,"Malpighiaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.63675, -19.204944)
"6888","Eugenia pruniformis","BR","Espírito Santo","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x Verona)",-40.714833,-19.397028,NA,1123823883,"Myrtaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.714833, -19.397028)
"6889","Mollinedia glabra","BR","Espírito Santo","Morelo. propr.:Fernando Nicolli",-40.457778,-19.146389,NA,1123814552,"Monimiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.457778, -19.146389)
"6890","Senefeldera verticillata","BR","Espírito Santo","Alto Bananal, propr.: Jonas Grassi",-40.416389,-19.248889,NA,1123814550,"Euphorbiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416389, -19.248889)
"6891","Moldenhawera papillanthera","BR","Espírito Santo","Morelo. propr.:Fernando Nicolli",-40.457778,-19.146389,NA,1123814543,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.457778, -19.146389)
"6892","Verbesina glabrata","BR","Espírito Santo","Vale do Canaã",-40.601944,-19.906111,NA,1123784810,"Asteraceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.601944, -19.906111)
"6893","Myrcia ferruginosa","BR","Espírito Santo","Cachoeirão, propriedade do Sr. Ilario Lopes",-40.934722,-19.751111,NA,1123814560,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.934722, -19.751111)
"6894","Pradosia lactescens","BR","Espírito Santo","Cachoeirão, propriedade do Sr. Ilario Lopes",-40.934722,-19.751111,NA,1123814568,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.934722, -19.751111)
"6895","Senegalia irwinii","BR","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele",-40.465556,-19.288056,NA,1123814571,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.465556, -19.288056)
"6896","Clethra scabra","BR","Espírito Santo","Vargem Alta",-40.65,-19.915556,NA,1123784717,"Clethraceae","SPECIES",NA,1986,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.65, -19.915556)
"6897","Ternstroemia cuneifolia","BR","Espírito Santo","Alto Misterioso",-40.7725,-19.803333,NA,1123823908,"Pentaphylacaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.7725, -19.803333)
"6898","Myrcia cerqueiria","BR","Espírito Santo","Pedra do Cruzeiro. Aguilar",-40.551111,-19.348333,NA,1123814428,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.551111, -19.348333)
"6899","Tabebuia reticulata","BR","Espírito Santo","Pedra do Cruzeiro. Aguilar",-40.551111,-19.348333,NA,1123814423,"Bignoniaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.551111, -19.348333)
